count,cpu_usage,memory_usage,signal
194,16,66,yes
195,81,9,yes
196,44,58,no
197,6,43,no
198,9,80,yes
199,59,69,yes
200,78,93,yes
201,51,64,yes
202,74,19,yes
203,30,95,yes
204,8,8,no
205,55,40,no
206,42,53,no
207,40,27,no
208,66,42,yes
209,92,65,yes
210,71,43,yes
211,54,82,yes
212,54,18,no
213,48,2,no
214,23,5,no
215,51,24,no
216,39,62,yes
217,25,18,no
218,85,29,yes
219,23,70,yes
220,99,15,yes
221,39,35,no
222,96,94,yes
223,73,85,yes
224,33,53,no
225,13,21,no
226,19,51,no
227,75,24,yes
228,21,93,yes
229,85,28,yes
230,46,15,no
231,92,58,yes
232,59,40,no
233,85,81,yes
234,15,26,no
235,90,96,yes
236,72,77,yes
237,76,91,yes
238,80,54,yes
239,19,39,no
240,56,27,no
241,68,83,yes
242,28,40,no
243,99,66,yes
244,52,62,yes
245,81,98,yes
246,97,100,yes
247,47,1,no
248,74,28,yes
249,53,69,yes
250,61,75,yes
251,84,89,yes
252,63,22,yes
253,74,30,yes
254,41,68,yes
255,66,100,yes
256,62,40,yes
257,41,9,no
258,78,35,yes
259,70,18,yes
260,60,94,yes
261,11,62,yes
262,28,99,yes
263,80,45,yes
264,16,23,no
265,20,49,no
266,70,100,yes
267,71,14,yes
268,66,12,yes
269,79,1,yes
270,9,8,no
271,90,68,yes
272,47,55,no
273,19,13,no
274,66,78,yes
275,14,16,no
276,48,6,no
277,53,23,no
278,86,94,yes
279,97,1,yes
280,75,84,yes
281,22,72,yes
282,99,11,yes
283,29,95,yes
284,79,96,yes
285,98,77,yes
286,29,17,no
287,89,12,yes
288,83,4,yes
289,23,25,no
290,71,16,yes
291,39,85,yes
292,25,99,yes
293,53,89,yes
294,79,72,yes
295,47,77,yes
296,60,45,no
297,46,94,yes
298,91,41,yes
299,91,8,yes
300,63,34,yes
301,59,96,yes
302,95,17,yes
303,72,86,yes
304,81,6,yes
305,89,76,yes
306,31,47,no
307,34,14,no
308,38,91,yes
309,44,88,yes
310,6,29,no
311,78,25,yes
312,29,45,no
313,76,68,yes
314,23,59,no
315,7,91,yes
316,90,51,yes
317,64,73,yes
318,57,81,yes
319,5,22,no
320,12,61,yes
321,28,60,no
322,8,77,yes
323,9,35,no
324,56,89,yes
325,90,68,yes
326,3,57,no
327,5,20,no
328,49,46,no
329,76,1,yes
330,39,58,no
331,58,98,yes
332,31,1,no
333,76,96,yes
334,82,10,yes
335,35,83,yes
336,73,95,yes
337,52,19,no
338,63,9,yes
339,10,12,no
340,42,62,yes
341,3,44,no
342,43,97,yes
343,32,99,yes
344,15,76,yes
345,20,14,no
346,32,4,no
347,13,32,no
348,21,22,no
349,8,68,yes
350,9,13,no
351,12,14,no
352,72,92,yes
353,93,45,yes
354,24,31,no
355,78,14,yes
356,69,30,yes
357,9,43,no
358,20,33,no
359,61,26,yes
360,24,73,yes
361,64,68,yes
362,72,65,yes
363,2,11,no
364,46,79,yes
365,7,85,yes
366,69,83,yes
367,5,72,yes
368,29,68,yes
369,4,53,no
370,18,20,no
371,96,62,yes
372,3,82,yes
373,75,43,yes
374,55,59,no
375,29,94,yes
376,15,72,yes
377,23,48,no
378,95,39,yes
379,8,24,no
380,15,6,no
381,1,56,no
382,37,42,no
383,54,21,no
384,31,36,no
385,57,61,yes
386,87,50,yes
387,87,4,yes
388,64,7,yes
389,20,96,yes
390,56,73,yes
391,73,76,yes
392,37,62,yes
393,45,12,no
394,1,24,no
395,28,40,no
396,31,16,no
397,95,49,yes
398,60,53,no
399,20,14,no
400,39,62,yes
401,77,73,yes
402,62,37,yes
403,29,5,no
404,4,38,no
405,98,20,yes
406,18,18,no
407,4,11,no
408,99,38,yes
409,44,68,yes
410,73,37,yes
411,33,41,no
412,55,53,no
413,85,9,yes
414,2,64,yes
415,17,100,yes
416,70,93,yes
417,91,98,yes
418,1,42,no
419,34,85,yes
420,47,29,no
421,20,31,no
422,23,1,no
423,85,47,yes
424,99,21,yes
425,90,42,yes
426,17,59,no
427,82,48,yes
428,23,46,no
429,51,89,yes
430,16,18,no
431,1,49,no
432,84,86,yes
433,80,66,yes
434,55,71,yes
435,96,87,yes
436,88,3,yes
437,25,77,yes
438,17,97,yes
439,91,9,yes
440,96,50,yes
441,41,73,yes
442,16,4,no
443,95,25,yes
444,48,53,no
445,80,2,yes
446,92,91,yes
447,58,60,no
448,52,42,no
449,33,10,no
450,42,40,no
451,89,48,yes
452,23,17,no
453,65,83,yes
454,93,28,yes
455,15,1,no
456,31,21,no
457,65,100,yes
458,84,70,yes
459,39,12,no
460,4,83,yes
461,17,70,yes
462,3,100,yes
463,48,35,no
464,43,46,no
465,22,9,no
466,34,87,yes
467,77,10,yes
468,79,18,yes
469,59,80,yes
470,38,55,no
471,93,9,yes
472,48,66,yes
473,50,10,no
474,32,43,no
475,28,25,no
476,28,93,yes
477,89,56,yes
478,83,96,yes
479,79,23,yes
480,34,14,no
481,24,93,yes
482,59,2,no
483,23,28,no
484,74,35,yes
485,66,65,yes
486,30,14,no
487,38,10,no
488,86,99,yes
489,84,58,yes
490,79,51,yes
491,40,67,yes
492,31,46,no
493,36,62,yes
494,49,26,no
495,83,31,yes
496,65,60,yes
497,91,55,yes
498,10,50,no
499,51,4,no
500,86,44,yes
501,46,23,no
502,79,29,yes
503,100,95,yes
504,91,82,yes
505,90,57,yes
506,97,23,yes
507,51,69,yes
508,86,45,yes
509,100,78,yes
510,49,33,no
511,97,88,yes
512,8,13,no
513,55,28,no
514,100,30,yes
515,94,4,yes
516,17,26,no
517,93,1,yes
518,84,66,yes
519,54,9,no
520,92,76,yes
521,83,12,yes
522,50,37,no
523,18,28,no
524,93,36,yes
525,56,35,no
526,12,51,no
527,49,16,no
528,59,52,no
529,11,27,no
530,17,38,no
531,31,12,no
532,46,66,yes
533,11,34,no
534,2,15,no
535,93,24,yes
536,1,43,no
537,38,84,yes
538,38,71,yes
539,95,50,yes
540,2,53,no
541,100,54,yes
542,53,65,yes
543,12,100,yes
544,54,94,yes
545,20,25,no
546,60,98,yes
547,93,64,yes
548,43,53,no
549,28,24,no
550,100,4,yes
551,90,65,yes
552,28,69,yes
553,52,68,yes
554,66,77,yes
555,4,44,no
556,89,66,yes
557,30,96,yes
558,15,11,no
559,18,3,no
560,68,56,yes
561,82,15,yes
562,60,41,no
563,99,29,yes
564,38,31,no
565,23,92,yes
566,100,64,yes
567,49,11,no
568,68,79,yes
569,81,91,yes
570,95,79,yes
571,3,76,yes
572,93,80,yes
573,24,72,yes
574,33,96,yes
575,63,38,yes
576,24,49,no
577,39,58,no
578,68,98,yes
579,46,74,yes
580,7,10,no
581,2,44,no
582,53,46,no
583,25,65,yes
584,68,55,yes
585,21,72,yes
586,61,96,yes
587,32,91,yes
588,98,21,yes
589,77,78,yes
590,85,47,yes
591,5,82,yes
592,31,70,yes
593,36,64,yes
594,58,22,no
595,26,52,no
596,20,99,yes
597,70,59,yes
598,80,67,yes
599,11,55,no
600,49,24,no
601,22,2,no
602,86,7,yes
603,3,89,yes
604,71,10,yes
605,30,42,no
606,68,18,yes
607,60,94,yes
608,98,85,yes
609,66,39,yes
610,86,32,yes
611,61,61,yes
612,65,87,yes
613,77,16,yes
614,12,37,no
615,63,65,yes
616,73,27,yes
617,22,31,no
618,30,19,no
619,36,57,no
620,46,77,yes
621,74,94,yes
622,48,46,no
623,91,89,yes
624,67,36,yes
625,53,28,no
626,8,13,no
627,8,53,no
628,68,85,yes
629,87,38,yes
630,63,16,yes
631,58,85,yes
632,85,82,yes
633,59,92,yes
634,12,66,yes
635,85,24,yes
636,86,87,yes
637,6,75,yes
638,73,75,yes
639,9,72,yes
640,21,14,no
641,83,56,yes
642,44,21,no
643,33,11,no
644,28,33,no
645,46,100,yes
646,7,36,no
647,98,8,yes
648,7,73,yes
649,66,55,yes
650,3,44,no
651,75,80,yes
652,33,57,no
653,98,59,yes
654,15,32,no
655,84,76,yes
656,9,69,yes
657,98,6,yes
658,81,17,yes
659,16,38,no
660,3,61,yes
661,17,3,no
662,6,49,no
663,70,94,yes
664,4,98,yes
665,57,74,yes
666,15,50,no
667,58,50,no
668,63,44,yes
669,8,54,no
670,59,69,yes
671,31,1,no
672,55,95,yes
673,84,76,yes
674,32,36,no
675,96,85,yes
676,100,1,yes
677,67,17,yes
678,86,64,yes
679,3,45,no
680,21,86,yes
681,56,57,no
682,84,41,yes
683,25,31,no
684,74,16,yes
685,12,85,yes
686,29,92,yes
687,67,51,yes
688,70,31,yes
689,3,69,yes
690,9,15,no
691,83,69,yes
692,94,29,yes
693,37,96,yes
694,17,8,no
695,6,20,no
696,6,19,no
697,50,18,no
698,75,31,yes
699,38,93,yes
700,74,54,yes
701,3,73,yes
702,82,56,yes
703,45,76,yes
704,72,65,yes
705,51,10,no
706,89,14,yes
707,15,40,no
708,35,82,yes
709,44,68,yes
710,61,51,yes
711,95,53,yes
712,100,30,yes
713,9,26,no
714,56,93,yes
715,84,77,yes
716,28,62,yes
717,35,24,no
718,91,73,yes
719,58,65,yes
720,74,34,yes
721,35,18,no
722,6,55,no
723,11,91,yes
724,49,37,no
725,100,39,yes
726,60,3,no
727,31,25,no
728,47,55,no
729,49,42,no
730,64,73,yes
731,63,97,yes
732,39,99,yes
733,25,30,no
734,31,3,no
735,89,20,yes
736,16,6,no
737,11,88,yes
738,70,40,yes
739,4,49,no
740,81,85,yes
741,87,81,yes
742,8,29,no
743,56,2,no
744,21,38,no
745,84,66,yes
746,39,60,no
747,34,35,no
748,52,26,no
749,16,99,yes
750,57,6,no
751,33,83,yes
752,39,19,no
753,63,45,yes
754,68,40,yes
755,61,46,yes
756,31,68,yes
757,4,76,yes
758,63,47,yes
759,24,52,no
760,32,66,yes
761,89,66,yes
762,59,94,yes
763,26,55,no
764,5,85,yes
765,8,82,yes
766,38,65,yes
767,73,19,yes
768,87,32,yes
769,33,43,no
770,19,90,yes
771,85,16,yes
772,40,34,no
773,64,74,yes
774,54,98,yes
775,42,41,no
776,42,18,no
777,75,42,yes
778,11,79,yes
779,34,45,no
780,55,79,yes
781,73,8,yes
782,40,67,yes
783,54,77,yes
784,38,26,no
785,7,20,no
786,39,99,yes
787,25,48,no
788,43,26,no
789,83,75,yes
790,79,88,yes
791,31,99,yes
792,32,43,no
793,21,74,yes
794,37,28,no
795,75,19,yes
796,60,14,no
797,85,68,yes
798,89,64,yes
799,92,3,yes
800,46,9,no
801,9,10,no
802,90,11,yes
803,48,1,no
804,38,100,yes
805,65,83,yes
806,36,95,yes
807,80,27,yes
808,38,83,yes
809,41,57,no
810,68,46,yes
811,33,97,yes
812,23,16,no
813,88,70,yes
814,67,55,yes
815,8,61,yes
816,86,83,yes
817,47,42,no
818,96,54,yes
819,78,63,yes
820,37,78,yes
821,67,81,yes
822,20,62,yes
823,62,52,yes
824,94,44,yes
825,98,67,yes
826,14,65,yes
827,79,31,yes
828,67,40,yes
829,18,30,no
830,88,70,yes
831,23,81,yes
832,62,66,yes
833,88,45,yes
834,29,68,yes
835,66,2,yes
836,88,80,yes
837,29,30,no
838,83,78,yes
839,15,100,yes
840,22,30,no
841,74,67,yes
842,22,66,yes
843,93,29,yes
844,95,65,yes
845,16,38,no
846,59,41,no
847,55,94,yes
848,49,34,no
849,73,25,yes
850,24,39,no
851,76,93,yes
852,7,26,no
853,77,68,yes
854,76,42,yes
855,78,85,yes
856,18,7,no
857,64,72,yes
858,79,27,yes
859,77,20,yes
860,25,63,yes
861,35,78,yes
862,23,37,no
863,62,72,yes
864,54,37,no
865,72,96,yes
866,34,61,yes
867,99,28,yes
868,25,89,yes
869,39,92,yes
870,69,86,yes
871,72,33,yes
872,59,93,yes
873,10,64,yes
874,98,84,yes
875,22,62,yes
876,17,47,no
877,68,6,yes
878,2,81,yes
879,69,21,yes
880,9,50,no
881,22,64,yes
882,65,34,yes
883,100,45,yes
884,60,46,no
885,7,22,no
886,54,82,yes
887,79,20,yes
888,65,78,yes
889,98,18,yes
890,72,6,yes
891,6,1,no
892,40,12,no
893,5,83,yes
894,38,77,yes
895,78,29,yes
896,62,26,yes
897,82,20,yes
898,4,99,yes
899,74,35,yes
900,60,1,no
901,2,91,yes
902,26,73,yes
903,32,76,yes
904,42,26,no
905,73,23,yes
906,24,28,no
907,77,62,yes
908,24,58,no
909,53,45,no
910,77,95,yes
911,16,53,no
912,53,56,no
913,73,51,yes
914,97,14,yes
915,88,43,yes
916,22,68,yes
917,93,43,yes
918,81,16,yes
919,10,76,yes
920,69,95,yes
921,50,94,yes
922,20,85,yes
923,2,44,no
924,10,31,no
925,90,2,yes
926,16,53,no
927,40,34,no
928,8,10,no
929,50,75,yes
930,73,37,yes
931,80,60,yes
932,2,24,no
933,77,33,yes
934,95,82,yes
935,65,23,yes
936,18,13,no
937,89,16,yes
938,46,76,yes
939,55,80,yes
940,30,95,yes
941,39,63,yes
942,67,98,yes
943,36,92,yes
944,43,51,no
945,55,86,yes
946,63,9,yes
947,19,2,no
948,49,10,no
949,26,79,yes
950,18,86,yes
951,99,47,yes
952,57,59,no
953,92,15,yes
954,52,23,no
955,83,52,yes
956,26,79,yes
957,64,62,yes
958,33,20,no
959,18,31,no
960,31,70,yes
961,51,14,no
962,11,22,no
963,58,28,no
964,37,24,no
965,67,27,yes
966,16,48,no
967,92,47,yes
968,17,52,no
969,17,62,yes
970,44,99,yes
971,69,36,yes
972,71,15,yes
973,33,41,no
974,15,63,yes
975,68,77,yes
976,46,18,no
977,60,39,no
978,4,58,no
979,16,40,no
980,68,47,yes
981,65,74,yes
982,25,77,yes
983,88,25,yes
984,23,25,no
985,38,5,no
986,14,49,no
987,97,60,yes
988,14,57,no
989,45,35,no
990,5,52,no
991,66,78,yes
992,99,30,yes
993,77,97,yes
994,98,48,yes
995,31,96,yes
996,40,84,yes
997,72,58,yes
998,43,37,no
999,96,40,yes
1000,26,90,yes
1001,87,45,yes
1002,10,30,no
1003,27,79,yes
1004,52,37,no
1005,46,23,no
1006,13,45,no
1007,46,40,no
1008,35,92,yes
1009,71,2,yes
1010,64,64,yes
1011,80,46,yes
1012,17,49,no
1013,63,37,yes
1014,91,17,yes
1015,32,48,no
1016,55,68,yes
1017,46,44,no
1018,62,4,yes
1019,59,63,yes
1020,17,40,no
1021,95,9,yes
1022,96,41,yes
1023,7,95,yes
1024,93,35,yes
1025,63,92,yes
1026,38,43,no
1027,46,76,yes
1028,79,13,yes
1029,96,78,yes
1030,1,80,yes
1031,51,35,no
1032,99,12,yes
1033,70,74,yes
1034,53,78,yes
1035,95,75,yes
1036,17,1,no
1037,13,17,no
1038,81,98,yes
1039,2,23,no
1040,35,10,no
1041,25,66,yes
1042,47,42,no
1043,41,54,no
1044,7,52,no
1045,90,88,yes
1046,71,26,yes
1047,46,97,yes
1048,83,81,yes
1049,96,38,yes
1050,69,28,yes
1051,78,14,yes
1052,99,31,yes
1053,6,42,no
1054,16,76,yes
1055,67,48,yes
1056,39,59,no
1057,20,80,yes
1058,85,62,yes
1059,38,93,yes
1060,99,60,yes
1061,61,21,yes
1062,12,7,no
1063,60,34,no
1064,93,73,yes
1065,86,38,yes
1066,79,85,yes
1067,28,37,no
1068,16,45,no
1069,95,98,yes
1070,93,28,yes
1071,74,50,yes
1072,61,5,yes
1073,3,20,no
1074,4,75,yes
1075,97,94,yes
1076,99,53,yes
1077,92,69,yes
1078,60,91,yes
1079,95,9,yes
1080,70,8,yes
1081,77,81,yes
1082,50,88,yes
1083,34,82,yes
1084,67,100,yes
1085,37,44,no
1086,24,20,no
1087,55,43,no
1088,50,5,no
1089,30,45,no
1090,92,69,yes
1091,77,96,yes
1092,59,41,no
1093,96,70,yes
1094,76,87,yes
1095,25,17,no
1096,60,19,no
1097,17,97,yes
1098,40,87,yes
1099,93,64,yes
1100,80,74,yes
1101,81,12,yes
1102,2,31,no
1103,75,64,yes
1104,20,81,yes
1105,98,5,yes
1106,35,17,no
1107,33,11,no
1108,93,27,yes
1109,91,28,yes
1110,57,87,yes
1111,18,64,yes
1112,47,69,yes
1113,43,54,no
1114,44,15,no
1115,87,70,yes
1116,83,66,yes
1117,17,90,yes
1118,51,2,no
1119,55,80,yes
1120,8,6,no
1121,86,14,yes
1122,42,11,no
1123,70,61,yes
1124,30,20,no
1125,73,17,yes
1126,36,94,yes
1127,25,15,no
1128,71,98,yes
1129,88,12,yes
1130,57,4,no
1131,11,84,yes
1132,37,23,no
1133,73,40,yes
1134,92,70,yes
1135,66,81,yes
1136,49,88,yes
1137,79,25,yes
1138,68,22,yes
1139,44,83,yes
1140,45,29,no
1141,12,74,yes
1142,22,49,no
1143,62,73,yes
1144,65,24,yes
1145,88,90,yes
1146,46,51,no
1147,80,67,yes
1148,60,97,yes
1149,29,24,no
1150,94,78,yes
1151,86,65,yes
1152,45,78,yes
1153,61,21,yes
1154,65,9,yes
1155,44,76,yes
1156,72,26,yes
1157,19,28,no
1158,38,82,yes
1159,82,33,yes
1160,51,85,yes
1161,86,61,yes
1162,82,61,yes
1163,66,94,yes
1164,70,95,yes
1165,65,39,yes
1166,41,13,no
1167,20,81,yes
1168,39,92,yes
1169,89,63,yes
1170,3,63,yes
1171,16,77,yes
1172,41,10,no
1173,44,75,yes
1174,96,35,yes
1175,17,23,no
1176,86,75,yes
1177,61,31,yes
1178,51,93,yes
1179,93,24,yes
1180,87,5,yes
1181,87,75,yes
1182,36,71,yes
1183,35,86,yes
1184,52,92,yes
1185,26,28,no
1186,32,97,yes
1187,74,87,yes
1188,8,30,no
1189,15,68,yes
1190,30,51,no
1191,68,50,yes
1192,81,3,yes
1193,26,93,yes
1194,88,98,yes
1195,52,96,yes
1196,99,96,yes
1197,51,12,no
1198,57,34,no
1199,69,69,yes
1200,50,16,no
1201,17,34,no
1202,12,57,no
1203,33,68,yes
1204,87,58,yes
1205,26,60,no
1206,70,100,yes
1207,67,80,yes
1208,61,50,yes
1209,71,8,yes
1210,72,32,yes
1211,28,57,no
1212,9,78,yes
1213,42,29,no
1214,85,80,yes
1215,72,85,yes
1216,74,40,yes
1217,40,16,no
1218,1,54,no
1219,79,73,yes
1220,49,39,no
1221,8,64,yes
1222,48,85,yes
1223,95,24,yes
1224,86,79,yes
1225,67,77,yes
1226,22,35,no
1227,37,81,yes
1228,87,56,yes
1229,66,84,yes
1230,70,19,yes
1231,42,53,no
1232,72,5,yes
1233,47,14,no
1234,95,27,yes
1235,82,42,yes
1236,96,17,yes
1237,10,88,yes
1238,63,50,yes
1239,58,9,no
1240,71,74,yes
1241,88,39,yes
1242,36,29,no
1243,71,48,yes
1244,9,63,yes
1245,93,8,yes
1246,38,23,no
1247,1,34,no
1248,1,39,no
1249,57,66,yes
1250,23,22,no
1251,88,48,yes
1252,95,89,yes
1253,78,76,yes
1254,66,93,yes
1255,7,1,no
1256,35,12,no
1257,76,1,yes
1258,68,7,yes
1259,8,9,no
1260,77,68,yes
1261,23,2,no
1262,36,76,yes
1263,65,88,yes
1264,84,87,yes
1265,36,42,no
1266,39,45,no
1267,9,25,no
1268,69,26,yes
1269,19,5,no
1270,42,54,no
1271,79,53,yes
1272,67,94,yes
1273,54,94,yes
1274,87,18,yes
1275,76,65,yes
1276,52,42,no
1277,35,67,yes
1278,93,24,yes
1279,21,46,no
1280,28,68,yes
1281,38,34,no
1282,81,40,yes
1283,75,28,yes
1284,91,43,yes
1285,4,38,no
1286,38,8,no
1287,74,7,yes
1288,61,54,yes
1289,39,100,yes
1290,48,74,yes
1291,29,39,no
1292,26,65,yes
1293,33,47,no
1294,44,54,no
1295,44,39,no
1296,97,32,yes
1297,33,47,no
1298,3,45,no
1299,59,3,no
1300,41,5,no
1301,75,41,yes
1302,98,99,yes
1303,14,90,yes
1304,44,95,yes
1305,66,86,yes
1306,10,69,yes
1307,98,8,yes
1308,37,74,yes
1309,89,35,yes
1310,39,47,no
1311,55,16,no
1312,28,68,yes
1313,56,96,yes
1314,1,29,no
1315,69,15,yes
1316,89,80,yes
1317,12,38,no
1318,68,2,yes
1319,56,98,yes
1320,78,12,yes
1321,91,76,yes
1322,50,66,yes
1323,40,40,no
1324,7,8,no
1325,58,6,no
1326,47,10,no
1327,81,79,yes
1328,73,39,yes
1329,43,2,no
1330,11,63,yes
1331,63,82,yes
1332,33,99,yes
1333,10,74,yes
1334,42,39,no
1335,85,99,yes
1336,13,99,yes
1337,71,4,yes
1338,55,15,no
1339,83,19,yes
1340,25,25,no
1341,100,33,yes
1342,12,30,no
1343,22,93,yes
1344,74,90,yes
1345,95,9,yes
1346,13,6,no
1347,39,92,yes
1348,71,4,yes
1349,78,46,yes
1350,2,48,no
1351,18,36,no
1352,88,99,yes
1353,35,2,no
1354,65,42,yes
1355,69,35,yes
1356,29,47,no
1357,24,14,no
1358,51,64,yes
1359,19,6,no
1360,97,47,yes
1361,53,14,no
1362,59,62,yes
1363,64,1,yes
1364,25,52,no
1365,63,23,yes
1366,40,83,yes
1367,82,50,yes
1368,68,55,yes
1369,10,15,no
1370,1,84,yes
1371,8,36,no
1372,22,37,no
1373,21,94,yes
1374,28,17,no
1375,8,57,no
1376,10,82,yes
1377,75,64,yes
1378,38,11,no
1379,42,96,yes
1380,63,4,yes
1381,64,20,yes
1382,44,38,no
1383,39,54,no
1384,100,48,yes
1385,63,9,yes
1386,41,7,no
1387,38,71,yes
1388,7,45,no
1389,81,28,yes
1390,83,39,yes
1391,46,6,no
1392,8,44,no
1393,45,48,no
1394,62,96,yes
1395,27,53,no
1396,72,88,yes
1397,13,88,yes
1398,29,67,yes
1399,31,6,no
1400,81,1,yes
1401,10,13,no
1402,31,76,yes
1403,26,2,no
1404,37,77,yes
1405,39,46,no
1406,7,85,yes
1407,38,20,no
1408,22,60,no
1409,22,67,yes
1410,38,52,no
1411,43,95,yes
1412,50,42,no
1413,80,68,yes
1414,21,49,no
1415,49,80,yes
1416,80,11,yes
1417,93,26,yes
1418,16,10,no
1419,25,62,yes
1420,20,68,yes
1421,5,94,yes
1422,63,88,yes
1423,100,78,yes
1424,53,69,yes
1425,59,74,yes
1426,17,79,yes
1427,8,20,no
1428,65,99,yes
1429,20,7,no
1430,75,29,yes
1431,4,27,no
1432,50,30,no
1433,53,30,no
1434,87,87,yes
1435,23,71,yes
1436,70,83,yes
1437,92,46,yes
1438,89,21,yes
1439,10,54,no
1440,44,84,yes
1441,9,53,no
1442,48,54,no
1443,77,63,yes
1444,89,57,yes
1445,77,6,yes
1446,76,53,yes
1447,12,85,yes
1448,34,87,yes
1449,96,84,yes
1450,52,7,no
1451,35,85,yes
1452,68,88,yes
1453,27,53,no
1454,20,65,yes
1455,20,74,yes
1456,96,19,yes
1457,30,91,yes
1458,37,47,no
1459,74,89,yes
1460,43,74,yes
1461,1,18,no
1462,70,55,yes
1463,45,97,yes
1464,14,41,no
1465,71,28,yes
1466,27,60,no
1467,18,41,no
1468,72,21,yes
1469,50,80,yes
1470,12,19,no
1471,23,85,yes
1472,48,91,yes
1473,93,83,yes
1474,71,15,yes
1475,48,99,yes
1476,48,40,no
1477,17,42,no
1478,90,60,yes
1479,76,90,yes
1480,21,100,yes
1481,71,100,yes
1482,36,64,yes
1483,77,18,yes
1484,43,48,no
1485,92,85,yes
1486,12,52,no
1487,99,33,yes
1488,24,52,no
1489,32,41,no
1490,63,63,yes
1491,36,6,no
1492,12,30,no
1493,25,76,yes
1494,17,12,no
1495,17,85,yes
1496,9,61,yes
1497,77,8,yes
1498,21,80,yes
1499,24,4,no
1500,70,100,yes
1501,34,67,yes
1502,75,49,yes
1503,100,10,yes
1504,12,51,no
1505,75,51,yes
1506,100,22,yes
1507,48,10,no
1508,34,41,no
1509,81,63,yes
1510,51,33,no
1511,52,55,no
1512,72,56,yes
1513,60,72,yes
1514,16,90,yes
1515,72,46,yes
1516,45,95,yes
1517,15,86,yes
1518,34,22,no
1519,89,15,yes
1520,98,82,yes
1521,70,29,yes
1522,25,45,no
1523,4,10,no
1524,77,17,yes
1525,65,42,yes
1526,71,77,yes
1527,65,84,yes
1528,77,59,yes
1529,59,79,yes
1530,13,14,no
1531,6,41,no
1532,12,15,no
1533,60,47,no
1534,77,98,yes
1535,48,32,no
1536,73,29,yes
1537,23,2,no
1538,34,43,no
1539,33,45,no
1540,11,20,no
1541,78,41,yes
1542,18,5,no
1543,28,12,no
1544,45,18,no
1545,81,87,yes
1546,58,2,no
1547,12,62,yes
1548,44,13,no
1549,15,35,no
1550,92,67,yes
1551,50,38,no
